==========
Student ID:6797948
Student name:Antoine EDY
UUID:f83133b9-486f-412c-9ae1-d170fe815305
Experiment time:2024-04-25 15:15:44
==========
==========
Args:Namespace(root='/content', source_names=['veri'], target_names=['veri'], workers=4, split_id=0, height=224, width=224, train_sampler='RandomSampler', random_erase=False, color_jitter=False, color_aug=False, optim='amsgrad', lr=0.0003, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, max_epoch=10, start_epoch=0, train_batch_size=64, test_batch_size=100, lr_scheduler='multi_step', stepsize=[20, 40], gamma=0.1, label_smooth=False, margin=0.3, num_instances=4, lambda_xent=1, lambda_htri=1, arch='mobilenet_v3_small', no_pretrained=False, load_weights='', evaluate=False, eval_freq=-1, start_eval=0, test_size=800, query_remove=True, print_freq=10, seed=1, resume='', save_dir='logs/mobilenet_v3_small-veri', use_cpu=False, gpu_devices='0', visualize_ranks=False, use_avai_gpus=False, random_translation=False, random_horizontal=False)
==========
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------
=> Initializing TEST (target) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------


  **************** Summary ****************
  train names      : ['veri']
  # train datasets : 1
  # train ids      : 576
  # train images   : 37778
  # train cameras  : 20
  test names       : ['veri']
  *****************************************


Initializing model: mobilenet_v3_small
Model size: 0.927 M
=> Start training
Epoch: [2][90/590]	Time 0.089 (0.090)	Data 0.0003 (0.0042)	Xent 2.2591 (2.4635)	Htri 0.2035 (0.1528)	Acc 54.69 (47.76)	
Epoch: [2][100/590]	Time 0.084 (0.090)	Data 0.0002 (0.0039)	Xent 2.3101 (2.4539)	Htri 0.0598 (0.1478)	Acc 51.56 (47.91)	
Epoch: [2][110/590]	Time 0.083 (0.089)	Data 0.0004 (0.0035)	Xent 2.3170 (2.4368)	Htri 0.2407 (0.1537)	Acc 42.19 (48.22)	
Epoch: [2][120/590]	Time 0.084 (0.089)	Data 0.0003 (0.0033)	Xent 2.3613 (2.4224)	Htri 0.1883 (0.1523)	Acc 46.88 (48.31)	
Epoch: [2][130/590]	Time 0.086 (0.089)	Data 0.0003 (0.0030)	Xent 2.0761 (2.4109)	Htri 0.1889 (0.1523)	Acc 51.56 (48.34)	
Epoch: [2][140/590]	Time 0.082 (0.088)	Data 0.0002 (0.0028)	Xent 2.2484 (2.3941)	Htri 0.2399 (0.1532)	Acc 48.44 (48.67)	
Epoch: [2][150/590]	Time 0.083 (0.088)	Data 0.0002 (0.0027)	Xent 2.2253 (2.3785)	Htri 0.1996 (0.1512)	Acc 56.25 (49.16)	
Epoch: [2][160/590]	Time 0.082 (0.088)	Data 0.0002 (0.0025)	Xent 2.4107 (2.3644)	Htri 0.0506 (0.1502)	Acc 43.75 (49.31)	
Epoch: [2][170/590]	Time 0.083 (0.088)	Data 0.0003 (0.0024)	Xent 2.0040 (2.3510)	Htri 0.0340 (0.1499)	Acc 62.50 (49.67)	
Epoch: [2][180/590]	Time 0.082 (0.087)	Data 0.0002 (0.0023)	Xent 2.0078 (2.3342)	Htri 0.0154 (0.1511)	Acc 50.00 (49.97)	
